"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2024-11-15T08:00:00.000Z","78.10","80.10","76.69","80.06","4.79","4.43","6,474,718"
"2024-11-18T08:00:00.000Z","79.09","81.06","78.41","80.12","0.0749","-0.2842","9,485,636"
"2024-11-19T08:00:00.000Z","80.10","82.37","79.73","80.95","1.04","0.6768","7,211,051"
"2024-11-20T08:00:00.000Z","82.76","83.11","81.49","82.54","1.96","1.61","6,957,004"
"2024-11-21T08:00:00.000Z","85.15","86.70","83.57","85.88","4.05","3.69","8,652,462"
"2024-11-22T08:00:00.000Z","85.46","87.31","84.97","86.73","0.9898","0.6306","7,169,921"
"2024-11-25T08:00:00.000Z","85.05","85.18","82.43","82.97","-4.34","-4.69","7,934,244"
"2024-11-26T08:00:00.000Z","80.52","82.89","79.17","79.45","-4.24","-4.60","7,629,894"
"2024-11-27T08:00:00.000Z","82.64","85.20","82.39","84.51","6.37","6.01","5,381,611"
"2024-11-29T08:00:00.000Z","85.18","86.54","84.87","84.91","0.4733","0.1142","3,451,616"
"2024-12-02T08:00:00.000Z","83.98","85.27","82.51","83.70","-1.43","-1.78","4,466,955"
"2024-12-03T08:00:00.000Z","82.34","84.34","81.83","83.64","-0.0717","-0.4308","4,398,588"
"2024-12-04T08:00:00.000Z","83.84","86.91","82.79","86.64","3.59","3.23","8,255,731"
"2024-12-05T08:00:00.000Z","89.97","90.80","85.55","86.61","-0.0346","-0.3937","8,544,894"
"2024-12-06T08:00:00.000Z","86.90","89.33","86.28","88.92","2.67","2.31","4,755,602"
"2024-12-09T08:00:00.000Z","86.64","87.91","83.90","84.02","-5.51","-5.87","5,958,809"
"2024-12-10T08:00:00.000Z","85.74","85.95","82.38","84.28","0.3095","-0.0497","5,812,341"
"2024-12-11T08:00:00.000Z","86.26","89.03","86.08","88.62","5.15","4.79","4,698,145"
"2024-12-12T08:00:00.000Z","88.67","89.75","86.73","87.44","-1.33","-1.69","3,759,792"
"2024-12-13T08:00:00.000Z","87.82","89.21","87.14","88.94","1.72","1.36","3,936,223"
"2024-12-16T08:00:00.000Z","91.26","94.33","91.17","92.46","3.96","3.60","5,783,086"
"2024-12-17T08:00:00.000Z","94.20","94.81","92.38","93.33","0.9409","0.5818","4,860,835"
"2024-12-18T08:00:00.000Z","91.49","91.79","87.30","87.86","-5.86","-6.22","7,936,324"
"2024-12-19T08:00:00.000Z","89.42","89.82","83.46","84.13","-4.25","-4.60","11,090,774"
"2024-12-20T08:00:00.000Z","83.13","85.49","82.89","84.20","0.0832","-0.2759","4,683,137"
"2024-12-23T08:00:00.000Z","83.42","83.46","80.65","81.16","-3.61","-3.97","5,752,041"
"2024-12-24T08:00:00.000Z","84.56","86.62","84.29","86.42","6.48","6.12","2,869,605"
"2024-12-26T08:00:00.000Z","83.58","84.41","83.07","83.45","-3.44","-3.80","2,715,449"
"2024-12-27T08:00:00.000Z","84.12","84.17","81.42","82.52","-1.11","-1.47","4,691,005"
"2024-12-30T08:00:00.000Z","81.14","82.87","79.59","82.32","-0.2424","-0.6015","5,490,414"
"2024-12-31T08:00:00.000Z","83.64","84.02","81.32","81.58","-0.8989","-1.26","2,474,206"
"2025-01-02T08:00:00.000Z","84.26","85.55","83.85","85.08","4.29","3.93","3,856,900"
"2025-01-03T08:00:00.000Z","84.93","86.59","84.46","86.01","1.09","0.7340","3,251,850"
"2025-01-06T08:00:00.000Z","86.59","89.74","86.39","89.33","3.86","3.50","4,943,662"
"2025-01-07T08:00:00.000Z","88.06","88.13","83.84","84.19","-5.75","-6.11","5,752,280"
