"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2024-10-04T07:00:00.000Z","61.46","62.45","60.69","62.38","2.31","1.95","802,104"
"2024-10-07T07:00:00.000Z","63.01","64.43","62.68","63.37","1.59","1.23","921,683"
"2024-10-08T07:00:00.000Z","62.49","63.15","61.75","62.18","-1.88","-2.24","1,050,919"
"2024-10-09T07:00:00.000Z","61.80","62.31","60.69","60.91","-2.04","-2.40","599,361"
"2024-10-10T07:00:00.000Z","60.99","61.00","58.76","59.62","-2.12","-2.48","931,278"
"2024-10-11T07:00:00.000Z","61.32","63.40","61.32","63.08","5.80","5.45","1,912,147"
"2024-10-14T07:00:00.000Z","64.69","66.31","64.56","65.88","4.44","4.08","2,461,522"
"2024-10-15T07:00:00.000Z","65.85","67.97","64.75","66.98","1.67","1.31","2,430,321"
"2024-10-16T07:00:00.000Z","67.83","68.27","67.11","67.72","1.10","0.7465","941,363"
"2024-10-17T07:00:00.000Z","66.91","67.63","66.56","66.79","-1.37","-1.73","917,551"
"2024-10-18T07:00:00.000Z","67.79","69.02","67.68","68.61","2.72","2.37","1,208,192"
"2024-10-21T07:00:00.000Z","67.87","67.87","66.72","67.68","-1.36","-1.71","1,104,423"
"2024-10-22T07:00:00.000Z","66.98","67.61","66.50","67.38","-0.4433","-0.8016","904,979"
"2024-10-23T07:00:00.000Z","66.40","66.77","65.07","66.30","-1.60","-1.96","1,095,201"
"2024-10-24T07:00:00.000Z","67.48","68.21","67.21","68.19","2.85","2.49","702,884"
"2024-10-25T07:00:00.000Z","67.93","68.70","65.77","66.67","-2.23","-2.59","2,417,199"
"2024-10-28T07:00:00.000Z","68.86","69.82","68.31","69.59","4.38","4.02","1,139,458"
"2024-10-29T07:00:00.000Z","71.10","73.59","70.81","72.49","4.17","3.81","1,926,256"
"2024-10-30T07:00:00.000Z","71.69","72.40","71.29","71.73","-1.05","-1.41","865,164"
"2024-10-31T07:00:00.000Z","71.84","71.90","69.71","69.86","-2.61","-2.97","2,051,323"
"2024-11-01T07:00:00.000Z","70.03","71.53","68.62","69.08","-1.12","-1.47","1,779,092"
"2024-11-04T08:00:00.000Z","68.45","68.65","67.00","67.14","-2.81","-3.17","1,860,719"
"2024-11-05T08:00:00.000Z","69.20","70.39","68.60","69.34","3.28","2.92","1,657,215"
"2024-11-06T08:00:00.000Z","74.20","76.46","73.44","76.09","9.73","9.38","3,124,631"
"2024-11-07T08:00:00.000Z","74.88","76.87","74.46","76.45","0.4731","0.1148","1,408,361"
"2024-11-08T08:00:00.000Z","76.16","77.29","75.63","76.76","0.4055","0.0472","1,336,418"
"2024-11-11T08:00:00.000Z","81.82","87.49","81.57","86.93","13.25","12.89","2,911,996"
"2024-11-12T08:00:00.000Z","86.04","89.92","85.18","89.56","3.03","2.67","2,071,355"
"2024-11-13T08:00:00.000Z","89.92","93.43","89.24","89.57","0.0112","-0.3471","3,011,330"
"2024-11-14T08:00:00.000Z","91.21","91.74","87.20","87.28","-2.56","-2.91","4,211,543"
"2024-11-15T08:00:00.000Z","89.22","91.50","87.63","91.50","4.84","4.48","1,462,798"
"2024-11-18T08:00:00.000Z","90.40","92.62","89.58","91.51","0.0109","-0.3474","1,687,957"
"2024-11-19T08:00:00.000Z","91.50","94.08","91.07","92.44","1.02","0.6580","1,876,868"
"2024-11-20T08:00:00.000Z","94.47","94.94","93.10","94.30","2.01","1.65","1,676,724"
"2024-11-21T08:00:00.000Z","97.22","99.01","95.48","98.11","4.04","3.68","2,335,700"
"2024-11-22T08:00:00.000Z","97.60","99.71","97.06","98.98","0.8868","0.5285","2,533,382"
"2024-11-25T08:00:00.000Z","97.22","97.29","94.20","94.70","-4.32","-4.68","2,570,302"
"2024-11-26T08:00:00.000Z","92.02","94.69","90.48","90.76","-4.16","-4.52","1,737,618"
"2024-11-27T08:00:00.000Z","94.42","97.31","94.12","96.62","6.46","6.10","1,944,652"
"2024-11-29T08:00:00.000Z","97.32","98.87","96.96","96.97","0.3622","0.0039","1,200,842"
"2024-12-02T08:00:00.000Z","95.92","97.37","94.25","95.64","-1.37","-1.73","1,756,870"
"2024-12-03T08:00:00.000Z","94.08","96.31","93.47","95.48","-0.1673","-0.5256","1,292,680"
"2024-12-04T08:00:00.000Z","95.71","99.21","94.48","98.87","3.55","3.19","1,598,299"
"2024-12-05T08:00:00.000Z","102.77","103.67","97.70","98.96","0.0910","-0.2673","2,353,406"
"2024-12-06T08:00:00.000Z","99.26","102.02","98.55","101.47","2.54","2.18","2,344,357"
"2024-12-09T08:00:00.000Z","98.98","100.40","95.91","96.08","-5.32","-5.67","1,692,332"
"2024-12-10T08:00:00.000Z","97.96","98.26","94.10","96.37","0.3018","-0.0565","1,249,828"
"2024-12-11T08:00:00.000Z","98.55","101.71","98.34","101.50","5.32","4.96","1,532,158"
"2024-12-12T08:00:00.000Z","101.32","102.50","99.11","100.02","-1.46","-1.82","1,072,990"
"2024-12-13T08:00:00.000Z","100.36","101.90","99.59","101.55","1.53","1.17","1,163,006"
"2024-12-16T08:00:00.000Z","104.18","107.79","104.16","105.70","4.09","3.73","1,834,443"
"2024-12-17T08:00:00.000Z","107.60","108.28","105.55","106.53","0.7852","0.4269","1,631,845"
"2024-12-18T08:00:00.000Z","104.50","104.85","99.79","100.32","-5.83","-6.19","1,438,708"
"2024-12-19T08:00:00.000Z","102.15","102.62","95.29","96.17","-4.14","-4.50","1,321,498"
"2024-12-20T08:00:00.000Z","94.98","97.63","94.71","96.30","0.1352","-0.2231","1,105,406"
"2024-12-23T08:00:00.000Z","95.31","95.42","92.19","92.87","-3.56","-3.92","1,085,185"
"2024-12-24T08:00:00.000Z","96.59","98.98","96.36","98.77","6.35","5.99","894,985"
"2024-12-26T08:00:00.000Z","95.49","96.40","94.92","95.37","-3.44","-3.80","924,198"
"2024-12-27T08:00:00.000Z","96.08","96.18","93.05","94.28","-1.14","-1.50","1,718,277"
"2024-12-30T08:00:00.000Z","92.68","94.73","90.94","94.10","-0.1909","-0.5492","1,414,137"
"2024-12-31T08:00:00.000Z","95.61","96.03","92.90","93.27","-0.8820","-1.24","1,078,851"
"2025-01-02T08:00:00.000Z","96.31","97.73","95.78","97.27","4.29","3.93","1,529,981"
"2025-01-03T08:00:00.000Z","96.89","98.91","96.50","98.24","0.9972","0.6389","1,354,878"
"2025-01-06T08:00:00.000Z","98.91","102.51","98.71","102.08","3.91","3.55","1,320,322"
"2025-01-07T08:00:00.000Z","100.62","100.67","95.78","96.19","-5.77","-6.13","2,114,925"
"2025-01-08T08:00:00.000Z","95.21","95.84","92.21","93.75","-2.54","-2.89","862,059"
"2025-01-10T08:00:00.000Z","94.25","95.70","92.01","94.59","0.8960","0.5377","900,253"
"2025-01-13T08:00:00.000Z","90.72","93.55","89.00","93.46","-1.19","-1.55","1,025,986"
"2025-01-14T08:00:00.000Z","96.61","97.08","95.17","96.30","3.04","2.68","596,610"
"2025-01-15T08:00:00.000Z","98.52","100.62","98.44","99.40","3.22","2.86","1,144,042"
"2025-01-16T08:00:00.000Z","99.25","100.51","97.11","100.25","0.8551","0.4968","825,097"
"2025-01-17T08:00:00.000Z","102.62","105.91","102.27","104.62","4.36","4.00","1,423,469"
"2025-01-21T08:00:00.000Z","105.01","107.14","102.54","106.08","1.40","1.04","1,363,159"
"2025-01-22T08:00:00.000Z","104.48","104.97","103.12","104.15","-1.82","-2.18","695,593"
"2025-01-23T08:00:00.000Z","102.22","106.71","102.05","103.15","-0.9602","-1.32","2,223,782"
"2025-01-24T08:00:00.000Z","105.18","107.10","104.55","104.74","1.54","1.18","899,064"
"2025-01-27T08:00:00.000Z","100.59","102.13","98.51","101.12","-3.46","-3.81","1,561,160"
